"STATION","NAME","DATE","ACMH","ACSH","AWND","DAPR","FMTM","FRGT","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT16","WT18"
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2005-12-31",,,"19.69",," 0956",,,,"1.60",,,,"61","51",,,"  270","  200",,,"42.9","51.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-01",,,"15.43",,,,," 0916","0.30",,,,"58","49",,,"  150","  140",,,"36.9","45.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-02",,,"8.05",,,,," 1849","0.85",,,,"54","52",,,"  290","  290",,,"23.9","28.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-03",,,"13.42",,,,," 1334","0.05",,,,"56","48",,,"  140","  140",,,"21.0","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-04",,,"8.05",,,,," 1609","0.00",,,,"66","50",,,"   50","   50",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-05",,,"5.14",,,,," 1852","0.00",,,,"62","47",,,"  110","  100",,,"14.1","15.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-06",,,"2.91",,,,," 2130","0.01",,,,"61","43",,,"  320","  310",,,"10.1","14.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-07",,,"6.71",,,,," 0318","0.17",,,,"59","50",,,"  280","  290",,,"17.0","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-08",,,"4.47",,,,," 1251","0.01",,,,"60","43",,,"  250","  300",,,"13.0","14.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-09",,,"3.13",,,,," 1739","0.00",,,,"57","38",,,"  320","  320",,,"8.1","8.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-10",,,"3.80",,,,," 1203","0.00",,,,"53","39",,,"  310","  300",,,"10.1","13.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-11",,,"6.26",,,,," 1534","0.08",,,,"58","44",,,"  280","  270",,,"16.1","18.1",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-12",,,"5.82",,,,," 1902","0.00",,,,"58","40",,,"  110","   80",,,"13.0","15.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-13",,,"7.61",,,,," 2312","0.01",,,,"64","43",,,"  210","  200",,,"21.0","23.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-14",,,"14.09",,,,," 0703","0.46",,,,"54","49",,,"  280","  170",,,"21.9","28.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-15",,,"8.28",,,,," 0128","0.00",,,,"55","38",,,"  320","  320",,,"19.9","23.9",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-16",,,"4.25",,,,," 1323","0.00",,,,"55","40",,,"  310","  250",,,"8.1","10.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-17",,,"5.37",,,,," 2118","0.11",,,,"59","43",,,"  150","  150",,,"19.9","23.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-18",,,"11.41",,,,," 1219","0.45",,,,"58","43",,,"  290","  290",,,"23.9","30.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-19",,,"6.04",,,,," 1550","0.04",,,,"55","39",,,"  300","  290",,,"14.1","15.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-20",,,"4.70",,,,," 2000","0.01",,,,"61","36",,,"  260","  290",,,"10.1","14.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-21",,,"4.92",,,,," 1324","0.03",,,,"57","44",,,"   50","   50",,,"13.0","15.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-22",,,"5.14",,,,," 1754","0.00",,,,"64","40",,,"   50","   40",,,"25.9","30.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-23",,,"4.92",,,,," 1403","0.00",,,,"67","38",,,"   50","   40",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-24",,,"3.58",,,,," 0322","0.00",,,,"60","42",,,"  100","  110",,,"12.1","13.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-25",,,"6.93",,,,," 2107","0.00",,,,"59","39",,,"  270","  270",,,"17.0","19.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-26",,,"6.71",,,,," 1720","0.00",,,,"56","41",,,"  310","  310",,,"16.1","18.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-27",,,"7.38",,,,," 1755","0.04",,,,"56","41",,,"  180","  260",,,"15.0","17.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-28",,,"10.29",,,,," 1140","0.24",,,,"56","44",,,"  150","  150",,,"18.1","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-29",,,"3.58",,,,," 1237","0.00",,,,"59","47",,,"  280","  190",,,"8.9","8.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-30",,,"8.50",,,,," 1730","0.27",,,,"57","44",,,"  280","  280",,,"21.9","23.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-01-31",,,"3.80",,,,," 1742","0.00",,,,"56","38",,,"  280","  260",,,"12.1","15.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-01",,,"8.50",,,,," 0359","0.41",,,,"57","49",,,"  140","  160",,,"14.1","16.1",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-02",,,"5.59",,,,," 1556","0.13",,,,"61","53",,,"  280","  270",,,"12.1","14.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-03",,,"4.70",,,,," 2159","0.01",,,,"59","50",,,"  270","  280",,,"14.1","15.0",,"    1","    1",,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-04",,,"8.05",,,,," 1308","0.08",,,,"60","48",,,"  300","  310",,,"14.1","17.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-05",,,"11.41",,,,," 1148","0.00",,,,"65","45",,,"   60","   50",,,"23.0","28.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-06",,,"7.38",,,,," 0008","0.00",,,,"66","42",,,"  140","  130",,,"16.1","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-07",,,"4.92",,,,," 0900","0.00",,,,"66","42",,,"  140","  150",,,"13.0","14.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-08",,,"3.58",,,,," 1633","0.00",,,,"70","42",,,"  310","  310",,,"12.1","13.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-09",,,"4.92",,,,," 1105","0.00",,,,"69","44",,,"   50","   60",,,"17.0","21.0",,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-10",,,"4.70",,,,," 1920","0.00",,,,"68","41",,,"  300","  310",,,"14.1","16.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-11",,,"5.82",,,,," 0059","0.00",,,,"63","49",,,"  280","  280",,,"15.0","17.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-12",,,"2.68",,,,," 2359","0.01",,,,"67","45",,,"  330","  130",,,"8.1","8.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-13",,,"5.14",,,,," 1314","0.00",,,,"71","47",,,"  310","  320",,,"12.1","14.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-14",,,"10.51",,,,," 2352","0.00",,,,"64","42",,,"  310","  320",,,"28.0","32.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-15",,,"11.18",,,,," 0014","0.00",,,,"55","37",,,"  320","  320",,,"23.9","32.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-16",,,"8.28",,,,," 1822","0.00",,,,"54","34",,,"  280","  250",,,"15.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-17",,,"5.82",,,,," 1253","0.08",,,,"50","40",,,"  320","  330",,,"14.1","17.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-18",,,"8.05",,,,," 1322","0.10",,,,"51","37",,,"  190","  170",,,"17.0","19.9",,"    1",,"    1",,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-19",,,"5.82",,,,," 1505","0.00",,,,"54","36",,,"   50","  310",,,"14.1","15.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-20",,,"6.04",,,,," 1629","0.00",,,,"56","34",,,"  280","  280",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-21",,,"5.82",,,,," 1819","0.00",,,,"58","36",,,"  290","  290",,,"12.1","13.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-22",,,"4.70",,,,," 1151","0.00",,,,"62","35",,,"  270","  230",,,"8.9","10.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-23",,,"5.37",,,,," 1537","0.00",,,,"66","38",,,"  300","  300",,,"15.0","17.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-24",,,"3.80",,,,," 1824","0.00",,,,"69","41",,,"  310","  310",,,"10.1","12.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-25",,,"5.82",,,,," 1834","0.00",,,,"60","42",,,"  310","  290",,,"16.1","17.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-26",,,"13.42",,,,," 1958","0.30",,,,"59","44",,,"  150","  150",,,"33.1","36.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-27",,,"19.91",,,,," 2223","0.68",,,,"64","52",,,"  210","  210",,,"40.0","46.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-02-28",,,"12.30",,,,," 0052","0.05",,,,"59","45",,,"  250","  250",,,"31.1","38.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-01",,,"11.63",,,,," 2151","0.09",,,,"60","42",,,"  150","  150",,,"25.9","31.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-02",,,"9.17",,,,," 2129","0.12",,,,"58","47",,,"  160","  160",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-03",,,"11.18",,,,," 1437","0.43",,,,"56","42",,,"  270","  270",,,"28.0","31.1",,"    1",,"    1",,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-04",,,"10.07",,,,," 2352","0.00",,,,"57","41",,,"  150","  150",,,"21.0","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-05",,,"18.79",,,,," 1254","1.08",,,,"58","51",,,"  150","  150",,,"29.1","35.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-06",,,"8.05",,,,," 1516","0.53",,,,"60","46",,,"  220","  210",,,"18.1","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-07",,,"11.18",,,,," 1509","0.09",,,,"58","45",,,"  280","  280",,,"28.0","31.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-08",,,"6.71",,,,," 2023","0.00",,,,"58","38",,,"  280","  280",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-09",,,"17.00",,,,," 1726","0.10",,,,"56","43",,,"  280","  280",,,"32.0","36.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-10",,,"10.96",,,,," 1421","0.10",,,,"51","40",,,"  250","  250",,,"21.0","23.0",,"    1",,"    1",,"    1",,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-11",,,"9.17",,,,," 2016","0.14",,,,"52","34",,,"  250","  260",,,"21.0","25.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-12",,,"11.18",,,,," 1457","0.15",,,,"53","39",,,"   10","   10",,,"23.0","28.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-13",,,"12.30",,,,," 2339","0.03",,,,"57","35",,,"  160","  160",,,"25.9","31.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-14",,,"12.75",,,,," 0008","0.73",,,,"57","46",,,"  170","  170",,,"28.0","33.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-15",,,,,,,," 1756","0.00",,,,"57","50",,,"  250","  250",,,"13.0","16.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-16",,,"12.30",,,,," 1914","0.46",,,,"59","49",,,"  280","  280",,,"21.9","23.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-17",,,"8.95",,,,," 1553","0.00",,,,"58","48",,,"  290","  290",,,"23.0","25.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-18",,,"8.05",,,,," 1611","0.00",,,,"60","39",,,"  280","  280",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-19",,,"10.29",,,,," 1409","0.00",,,,"61","46",,,"  260","  270",,,"18.1","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-20",,,"12.53",,,,," 1709","0.52",,,,"54","45",,,"  280","  270",,,"25.1","28.0",,"    1",,,,"    1",,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-21",,,"7.83",,,,," 0632","0.02",,,,"56","45",,,"  130","  130",,,"15.0","17.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-22",,,"5.37",,,,," 1548","0.00",,,,"59","45",,,"  290","  260",,,"10.1","14.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-23",,,"6.49",,,,," 1459","0.00",,,,"63","45",,,"  270","  270",,,"21.9","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-24",,,"10.96",,,,," 1408","0.48",,,,"64","53",,,"  240","  240",,,"18.1","21.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-25",,,"18.12",,,,," 1050","0.73",,,,"61","50",,,"  260","  260",,,"30.0","35.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-26",,,"6.93",,,,," 0106","0.00",,,,"66","41",,,"  290","  290",,,"16.1","18.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-27",,,"12.75",,,,," 1538","0.35",,,,"65","43",,,"  160","  150",,,"33.1","38.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-28",,,"13.20",,,,," 1150","0.31",,,,"59","50",,,"  240","  230",,,"36.0","42.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-29",,,"12.97",,,,," 0503","0.19",,,,"59","48",,,"  150","  150",,,"30.0","35.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-30",,,"9.40",,,,," 1440","0.05",,,,"59","50",,,"  210","  210",,,"23.9","28.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-03-31",,,"11.86",,,,," 1523","0.43",,,,"61","50",,,"  260","  260",,,"21.9","25.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-01",,,"8.28",,,,," 1734","0.05",,,,"59","48",,,"  220","  240",,,"14.1","17.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-02",,,"10.29",,,,," 2259","0.65",,,,"59","50",,,"  140","  140",,,"23.0","25.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-03",,,"7.38",,,,," 2359","0.14",,,,"57","51",,,"  140","  140",,,"21.0","25.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-04",,,"11.41",,,,," 1351","0.56",,,,"55","49",,,"  150","  140",,,"25.1","30.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-05",,,"10.74",,,,," 1341","0.10",,,,"59","48",,,"  280","  260",,,"21.0","25.1",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-06",,,"6.93",,,,," 1829","0.00",,,,"61","46",,,"  270","  250",,,"14.1","15.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-07",,,"12.30",,,,," 1446","0.27",,,,"62","47",,,"  190","  190",,,"28.0","33.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-08",,,"8.50",,,,," 0533","0.01",,,,"63","49",,,"  270","  160",,,"15.0","18.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-09",,,"6.26",,,,," 1703","0.07",,,,"61","50",,,"  250","  260",,,"18.1","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-10",,,"9.84",,,,," 2338","0.12",,,,"63","52",,,"  150","  140",,,"21.0","23.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-11",,,"18.12",,,,," 0904","0.53",,,,"60","52",,,"  140","  150",,,"31.1","36.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-12",,,"8.50",,,,," 1622","0.48",,,,"59","52",,,"  280","  100",,,"18.1","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-13",,,"6.71",,,,," 1527","0.01",,,,"71","50",,,"  310","  310",,,"15.0","17.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-14",,,"12.08",,,,," 1659","0.00",,,,"63","54",,,"  260","  260",,,"30.0","33.1",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-15",,,"13.20",,,,," 1025","0.06",,,,"60","52",,,"  240","  230",,,"21.9","25.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-16",,,"14.32",,,,," 1738","0.53",,,,"60","48",,,"  280","  280",,,"32.0","38.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-17",,,"8.72",,,,," 0027","0.01",,,,"61","41",,,"  290","  280",,,"19.9","25.1",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-18",,,"8.05",,,,," 1613","0.00",,,,"67","42",,,"  260","  280",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-19",,,"6.49",,,,," 1313","0.00",,,,"68","45",,,"  280","  250",,,"16.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-20",,,"10.07",,,,," 1626","0.00",,,,"65","49",,,"  270","  270",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-21",,,"9.84",,,,," 1916","0.00",,,,"65","49",,,"  260","  250",,,"18.1","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-22",,,"9.84",,,,," 1646","0.00",,,,"65","54",,,"  280","  260",,,"16.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-23",,,"9.62",,,,," 1431","0.00",,,,"63","54",,,"  270","  280",,,"17.0","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-24",,,"8.72",,,,," 1734","0.00",,,,"58","54",,,"  280","  280",,,"15.0","17.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-25",,,"9.17",,,,," 1837","0.00",,,,"60","52",,,"  280","  260",,,"17.0","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-26",,,"8.50",,,,," 1843","0.00",,,,"64","52",,,"  240","  230",,,"19.9","23.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-27",,,"7.83",,,,," 1532","0.00",,,,"72","49",,,"  300","  290",,,"18.1","21.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-28",,,"9.84",,,,," 2257","0.00",,,,"66","52",,,"  310","  250",,,"18.1","21.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-29",,,"9.17",,,,," 0927","0.00",,,,"61","52",,,"  260","  250",,,"17.0","19.9",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-04-30",,,"8.05",,,,," 1945","0.00",,,,"76","50",,,"  300","  310",,,"19.9","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-01",,,"7.61",,,,," 1512","0.00",,,,"74","47",,,"  290","  280",,,"18.1","21.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-02",,,"6.93",,,,," 1330","0.00",,,,"73","47",,,"  290","  310",,,"17.0","19.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-03",,,"12.75",,,,," 1620","0.00",,,,"62","51",,,"  260","  270",,,"19.9","21.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-04",,,"10.74",,,,," 1836","0.00",,,,"66","54",,,"  280","  260",,,"17.0","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-05",,,"13.42",,,,," 2140","0.00",,,,"61","53",,,"  270","  260",,,"21.0","23.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-06",,,"13.20",,,,," 0221","0.00",,,,"62","52",,,"  270","  270",,,"19.9","23.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-07",,,"7.61",,,,," 1625","0.00",,,,"69","52",,,"  280","  290",,,"18.1","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-08",,,"7.83",,,,," 1504","0.00",,,,"69","51",,,"  260","  260",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-09",,,"8.05",,,,," 1525","0.00",,,,"72","47",,,"  290","  290",,,"18.1","21.0",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-10",,,"5.82",,,,," 2323","0.00",,,,"82","49",,,"  290","  280",,,"18.1","19.9",,"    1",,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-11",,,"8.72",,,,," 1759","0.00",,,,"70","51",,,"  280","  290",,,"18.1","21.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-12",,,"8.95",,,,," 1642","0.00",,,,"69","50",,,"  290","  290",,,"17.0","19.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-13",,,"9.84",,,,," 1332","0.00",,,,"66","50",,,"  290","  290",,,"21.0","23.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-14",,,"4.25",,,,," 1625","0.00",,,,"86","49",,,"  280","  290",,,"10.1","13.0",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-15",,,"9.17",,,,," 1251","0.00",,,,"79","55",,,"  310","  330",,,"23.9","28.0",,"    1",,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-16",,,"10.74",,,,," 1332","0.00",,,,"68","53",,,"  280","  260",,,"18.1","21.9",,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","2006-05-17",,,"9.84",,,,," 1656","0.00",,,,"65","52",,,"  280","  270",,,"21.0","21.9",,"    1",,,,,,"    1",,,
