team,year,athletes,events,age,height,weight,prev_medals,medals
JAM,2004,62,27,24.7,175.9,70.1,23.0,13
JAM,2008,66,29,25.6,176.6,71.2,13.0,14
JAM,2012,62,25,26.1,176.5,72.1,14.0,25
JAM,2016,77,32,25.0,175.0,70.4,25.0,30
JOR,1984,15,12,26.2,173.6,69.5,0.0,0
JOR,1988,9,9,22.4,165.8,64.3,0.0,0
JOR,1992,5,5,23.6,187.3,69.0,0.0,0
JOR,1996,5,5,20.4,185.0,79.0,0.0,0
JOR,2000,8,8,24.1,170.8,66.0,0.0,0
JOR,2004,8,8,21.5,174.8,69.3,0.0,0
JOR,2008,7,7,20.4,172.7,66.1,0.0,0
JOR,2012,9,9,24.7,172.4,65.4,0.0,0
JOR,2016,8,8,23.9,174.8,73.4,0.0,1
JPN,1964,456,155,24.3,167.7,63.6,31.0,62
JPN,1968,289,97,23.5,168.2,63.8,62.0,63
JPN,1972,293,113,24.2,169.1,64.9,63.0,56
JPN,1976,328,119,24.3,168.6,63.7,56.0,41
JPN,1984,365,147,23.5,169.4,64.1,41.0,49
JPN,1988,412,166,23.9,169.0,63.0,49.0,20
JPN,1992,392,166,23.7,169.7,64.9,20.0,47
JPN,1996,448,168,23.4,168.1,62.5,47.0,42
JPN,2000,363,156,25.0,169.8,64.0,42.0,44
JPN,2004,414,169,25.7,169.5,63.8,44.0,93
JPN,2008,457,176,25.6,168.9,63.5,93.0,51
JPN,2012,399,178,25.1,168.5,62.8,51.0,84
JPN,2016,436,186,25.4,169.1,63.1,84.0,64
KAZ,2000,158,104,26.6,176.5,71.4,11.0,7
KAZ,2004,130,95,26.4,176.3,71.9,7.0,8
KAZ,2008,146,106,25.7,176.4,72.3,8.0,13
KAZ,2012,132,106,26.0,176.5,73.3,13.0,13
KAZ,2016,123,98,25.7,174.9,72.2,13.0,18
KEN,1964,41,21,26.2,173.5,67.0,0.0,1
KEN,1968,50,22,24.5,173.7,65.2,1.0,12
KEN,1972,69,29,25.8,175.2,66.8,12.0,12
KEN,1984,67,33,25.2,173.7,66.6,12.0,3
KEN,1988,88,50,25.9,174.0,67.4,3.0,9
KEN,1992,55,29,26.8,174.1,63.2,9.0,8
KEN,1996,54,27,26.1,172.5,63.5,8.0,8
KEN,2000,59,24,25.1,170.3,60.1,8.0,7
KEN,2004,46,16,25.1,168.2,59.1,7.0,7
KEN,2008,47,24,24.4,167.6,55.6,7.0,15
KEN,2012,51,23,24.6,169.4,57.9,15.0,11
KEN,2016,80,29,26.6,170.6,65.2,11.0,13
KGZ,2000,71,59,24.9,179.8,72.9,0.0,1
KGZ,2004,32,32,25.2,175.5,70.3,1.0,0
KGZ,2008,22,22,24.9,176.3,72.4,0.0,2
KGZ,2012,15,15,22.9,174.5,72.1,2.0,0
KGZ,2016,19,17,24.7,171.6,73.3,0.0,0
KIR,2008,2,2,23.5,174.0,93.0,0.0,0
KIR,2012,3,3,21.3,165.7,79.0,0.0,0
KIR,2016,3,3,23.3,163.0,73.0,0.0,0
KOR,1964,240,93,23.4,168.2,62.9,0.0,3
KOR,1968,66,43,23.5,170.7,65.8,3.0,2
KOR,1972,43,24,23.9,173.6,67.9,2.0,1
KOR,1976,51,27,24.5,172.8,67.2,1.0,17
KOR,1984,240,96,21.5,171.4,66.6,17.0,41
KOR,1988,551,218,21.7,172.3,66.5,41.0,77
KOR,1992,322,134,21.8,171.2,67.9,77.0,49
KOR,1996,417,160,22.5,173.6,68.5,49.0,66
KOR,2000,359,144,24.1,174.0,68.7,66.0,73
KOR,2004,344,149,24.2,172.8,67.3,73.0,52
KOR,2008,329,142,24.9,173.2,69.2,52.0,78
KOR,2012,312,140,25.5,172.8,67.3,78.0,61
KOR,2016,263,117,25.6,172.2,67.1,61.0,26
KSA,1976,19,13,22.9,175.9,71.7,0.0,0
KSA,1984,42,11,20.9,171.4,67.4,0.0,0
KSA,1988,13,12,23.8,164.2,62.5,0.0,0
KSA,1992,17,13,23.2,168.9,93.0,0.0,0
KSA,1996,34,13,22.9,176.4,69.8,0.0,0
KSA,2000,23,14,23.9,176.3,70.6,0.0,2
KSA,2004,16,12,26.2,173.9,71.0,2.0,0
KSA,2008,18,11,27.6,174.9,69.5,0.0,0
KSA,2012,23,14,30.1,171.4,67.1,0.0,4
KSA,2016,11,10,26.3,170.6,65.3,4.0,0
KUW,1976,21,13,20.8,172.4,68.1,0.0,0
KUW,1980,67,26,20.4,171.0,72.7,0.0,0
KUW,1984,31,17,20.8,176.0,71.7,0.0,0
KUW,1988,34,24,21.5,175.5,73.1,0.0,0
KUW,1992,37,18,21.9,177.2,77.5,0.0,0
KUW,1996,27,16,25.4,179.5,84.7,0.0,0
KUW,2000,30,10,23.7,175.3,70.7,0.0,1
KUW,2004,11,9,25.4,176.1,85.0,1.0,0
KUW,2008,8,7,26.1,181.0,85.1,0.0,0
KUW,2012,12,11,30.0,178.0,75.0,0.0,1
LAO,1988,3,3,22.3,160.3,51.3,0.0,0
LAO,1992,7,7,25.4,169.9,60.1,0.0,0
LAO,1996,5,2,22.4,167.0,61.3,0.0,0
LAO,2000,3,3,23.0,172.7,66.7,0.0,0
LAO,2004,5,5,20.8,166.6,59.0,0.0,0
LAO,2008,4,4,19.0,160.8,51.5,0.0,0
LAO,2012,3,3,18.0,166.3,58.0,0.0,0
LAO,2016,5,5,19.0,171.8,59.0,0.0,0
LAT,1992,40,31,25.3,179.0,75.5,2.0,3
LAT,1996,55,47,26.0,177.5,73.9,3.0,1
LAT,2000,60,47,26.0,177.4,75.5,1.0,3
LAT,2004,45,37,26.4,177.6,74.1,3.0,4
LAT,2008,53,33,26.1,184.0,82.1,4.0,3
LAT,2012,50,38,26.3,181.0,77.8,3.0,3
LAT,2016,33,25,26.6,180.7,77.9,3.0,0
LBA,1992,5,5,25.5,176.0,93.5,0.0,0
LBA,1996,5,5,23.4,174.4,68.4,0.0,0
LBA,2000,3,3,25.7,175.0,65.5,0.0,0
LBA,2004,8,8,20.8,166.7,68.9,0.0,0
LBA,2008,6,6,22.3,169.7,70.7,0.0,0
LBA,2012,4,4,25.8,173.0,65.2,0.0,0
LBA,2016,7,7,22.9,176.0,63.0,0.0,0
LBR,1964,2,2,20.0,168.0,58.0,0.0,0
LBR,1972,5,5,23.6,175.2,66.8,0.0,0
LBR,1984,10,7,21.0,172.0,60.6,0.0,0
LBR,1988,11,10,23.5,168.4,57.4,0.0,0
LBR,1996,7,3,22.6,177.3,74.1,0.0,0
LBR,2000,10,7,24.9,177.8,72.9,0.0,0
LBR,2004,2,2,23.0,164.0,72.0,0.0,0
LBR,2008,4,4,27.8,176.5,65.3,0.0,0
LBR,2012,3,3,27.3,173.3,68.0,0.0,0
LCA,2000,5,5,22.2,174.2,66.8,0.0,0
LCA,2004,2,2,22.5,168.5,64.0,0.0,0
LCA,2008,4,4,24.5,174.0,60.8,0.0,0
LCA,2012,4,4,26.2,170.5,61.0,0.0,0
LCA,2016,5,4,24.2,173.0,62.6,0.0,0
LES,1980,7,6,26.7,168.6,68.7,0.0,0
LES,1984,5,4,29.2,168.4,62.2,0.0,0
LES,1988,6,5,23.3,165.0,61.3,0.0,0
LES,1992,8,8,21.4,167.2,56.4,0.0,0
LES,1996,11,5,23.6,170.4,56.6,0.0,0
LES,2000,6,6,24.2,171.8,60.2,0.0,0
LES,2004,3,3,23.0,151.3,55.3,0.0,0
LES,2008,5,3,28.8,163.0,62.4,0.0,0
LES,2012,4,4,24.0,166.0,59.7,0.0,0
LES,2016,9,8,25.8,175.0,64.0,0.0,0
LIB,1964,8,3,31.1,174.2,70.6,0.0,0
LIB,1968,15,13,26.6,174.2,75.2,0.0,0
LIB,1972,36,23,24.7,174.3,73.3,0.0,1
LIB,1976,4,4,20.7,177.5,83.5,1.0,0
LIB,1980,19,16,25.2,171.7,76.4,0.0,1
LIB,1984,30,20,25.1,173.8,70.7,1.0,0
LIB,1988,31,28,21.3,173.1,71.0,0.0,0
LIB,1992,18,15,22.8,170.3,65.8,0.0,0
LIB,2000,6,6,22.8,173.2,67.2,0.0,0
LIB,2004,5,5,23.0,178.8,68.8,0.0,0
LIB,2008,6,6,24.7,175.0,79.3,0.0,0
LIB,2012,10,10,21.8,174.1,66.2,0.0,0
LIB,2016,9,9,26.4,171.4,68.0,0.0,0
LIE,1964,3,3,23.7,180.7,70.7,0.0,0
LIE,1968,3,3,22.0,178.0,68.0,0.0,0
LIE,1972,12,11,25.2,174.2,70.8,0.0,0
LIE,1976,9,9,23.1,172.4,70.6,0.0,0
LIE,1984,8,7,26.6,172.8,72.6,0.0,0
LIE,1988,16,15,24.2,178.2,73.2,0.0,0
LIE,1992,8,8,26.5,177.2,65.0,0.0,0
LIE,1996,2,2,29.0,172.0,60.0,0.0,0
LIE,2000,2,2,21.5,170.0,66.0,0.0,0
LIE,2004,1,1,25.0,175.0,80.0,0.0,0
LIE,2008,2,2,31.5,178.5,71.5,0.0,0
LIE,2012,4,4,24.5,175.2,68.0,0.0,0
LIE,2016,3,3,24.0,179.7,77.0,0.0,0
LTU,1996,81,49,25.4,184.1,80.7,13.0,11
LTU,2000,77,50,25.3,183.6,79.7,11.0,17
LTU,2004,70,44,25.8,186.5,82.9,17.0,3
LTU,2008,78,54,26.2,181.7,76.7,3.0,5
LTU,2012,72,54,26.2,182.0,80.3,5.0,5
LTU,2016,80,49,26.3,184.1,82.2,5.0,7
LUX,1964,27,18,27.5,168.9,65.8,0.0,0
LUX,1968,7,7,28.0,170.1,63.4,0.0,0
LUX,1972,15,8,29.7,176.0,71.1,0.0,0
LUX,1976,9,7,28.2,177.8,72.4,0.0,0
LUX,1980,4,4,30.0,175.3,95.3,0.0,0
LUX,1984,5,4,35.2,174.6,79.6,0.0,0
LUX,1988,11,11,25.6,175.4,65.2,0.0,0
LUX,1992,8,8,31.1,182.4,71.4,0.0,0
LUX,1996,7,7,33.4,171.2,71.8,0.0,0
LUX,2000,9,8,26.7,172.8,65.0,0.0,0
LUX,2004,14,10,23.7,177.6,67.0,0.0,0
LUX,2008,19,17,25.3,178.2,68.9,0.0,0
LUX,2012,11,11,27.4,177.9,68.8,0.0,0
LUX,2016,15,14,27.7,177.7,68.3,0.0,0
MAD,1968,6,6,25.3,180.2,69.3,0.0,0
MAD,1972,13,10,25.6,175.3,69.5,0.0,0
MAD,1980,18,18,19.1,162.9,55.3,0.0,0
MAD,1984,5,5,23.8,169.2,61.8,0.0,0
MAD,1992,17,15,22.4,170.1,56.9,0.0,0
MAD,1996,14,10,23.2,165.4,56.7,0.0,0
MAD,2000,13,10,25.8,168.7,61.7,0.0,0
MAD,2004,8,8,26.0,163.5,57.8,0.0,0
MAD,2008,6,6,25.8,164.8,63.2,0.0,0
MAD,2012,7,7,24.7,168.6,65.7,0.0,0
MAD,2016,6,6,26.8,168.0,62.8,0.0,0
MAR,1964,21,10,23.8,173.2,72.3,1.0,0
MAR,1968,25,14,23.9,177.2,68.4,0.0,0
MAR,1972,39,19,23.8,174.8,69.6,0.0,0
MAR,1976,9,9,25.2,173.2,62.2,0.0,0
MAR,1984,35,18,25.5,173.9,68.8,0.0,2
MAR,1988,29,25,25.1,172.5,58.8,2.0,3
MAR,1992,45,24,23.6,177.2,66.5,3.0,3
MAR,1996,38,28,25.5,174.4,64.5,3.0,2
MAR,2000,55,28,24.6,175.3,66.2,2.0,5
MAR,2004,57,28,25.5,174.5,64.8,5.0,3
MAR,2008,49,35,26.9,172.7,64.1,3.0,2
MAR,2012,67,40,25.7,174.3,66.2,2.0,1
MAR,2016,52,39,26.5,173.4,64.6,1.0,1
MAS,1968,35,14,24.6,172.6,64.2,0.0,0
MAS,1972,57,20,23.7,167.4,59.2,0.0,0
MAS,1976,25,9,25.2,172.2,61.8,0.0,0
MAS,1984,27,12,23.6,169.8,63.6,0.0,0
MAS,1988,17,15,20.9,172.9,63.5,0.0,0
MAS,1992,30,11,25.1,176.3,66.8,0.0,2
MAS,1996,43,21,22.7,176.5,69.8,2.0,3
MAS,2000,55,32,22.2,172.5,66.9,3.0,0
MAS,2004,38,31,22.8,169.4,65.2,0.0,0
MAS,2008,42,29,23.3,169.3,66.8,0.0,1
MAS,2012,38,25,23.2,167.6,62.8,1.0,2
MAS,2016,42,29,24.0,168.8,64.4,2.0,8
MAW,1984,23,16,25.9,165.2,64.4,0.0,0
MAW,1988,22,16,26.8,163.5,66.0,0.0,0
MAW,1992,4,4,21.5,169.7,60.0,0.0,0
MAW,1996,2,2,26.5,171.0,60.0,0.0,0
MAW,2000,2,2,21.0,169.0,51.5,0.0,0
MAW,2004,4,4,20.5,173.5,64.8,0.0,0
MAW,2008,4,4,19.0,170.0,61.5,0.0,0
MAW,2012,3,3,23.0,171.3,71.3,0.0,0
MAW,2016,5,5,21.6,164.2,59.4,0.0,0
MDA,2000,35,34,24.7,176.3,73.5,3.0,2
MDA,2004,33,31,25.9,178.3,76.4,2.0,0
MDA,2008,30,28,27.1,177.3,77.3,0.0,1
MDA,2012,20,19,24.2,176.7,73.6,1.0,2
MDA,2016,23,22,26.3,177.9,81.0,2.0,0
MDV,1992,10,8,22.5,162.6,58.4,0.0,0
MDV,1996,9,6,22.4,162.2,57.0,0.0,0
MDV,2000,4,4,18.2,160.5,47.5,0.0,0
MDV,2004,4,4,20.2,164.2,54.5,0.0,0
MDV,2008,4,4,20.2,175.8,58.8,0.0,0
MDV,2012,5,5,19.4,164.6,54.2,0.0,0
MDV,2016,4,4,21.8,157.0,51.7,0.0,0
MEX,1964,128,58,25.9,173.7,68.5,1.0,1
MEX,1968,446,146,22.5,170.8,65.0,1.0,9
MEX,1972,281,112,22.6,170.3,64.9,9.0,1
MEX,1976,137,54,23.9,174.1,68.2,1.0,2
MEX,1980,74,43,24.4,167.1,60.3,2.0,10
MEX,1984,155,87,23.9,170.8,63.5,10.0,6
MEX,1988,144,82,23.9,175.5,66.7,6.0,2
MEX,1992,140,71,24.1,174.3,67.8,2.0,1
MEX,1996,111,57,24.8,171.5,65.0,1.0,1
MEX,2000,98,67,25.7,172.2,63.7,1.0,6
MEX,2004,137,68,25.8,170.7,65.0,6.0,4
MEX,2008,103,73,25.7,170.1,65.3,4.0,4
MEX,2012,119,75,25.2,171.4,67.0,4.0,24
MEX,2016,139,80,25.4,173.0,67.5,24.0,5
MGL,1968,38,26,22.4,162.1,60.5,0.0,4
MGL,1972,44,39,26.6,168.2,66.9,4.0,1
MGL,1976,33,29,26.3,171.5,68.1,1.0,1
MGL,1980,57,41,23.5,167.8,63.8,1.0,4
MGL,1988,32,28,24.2,171.2,67.3,4.0,1
MGL,1992,38,31,25.0,174.0,69.2,1.0,2
MGL,1996,18,16,24.9,170.1,67.9,2.0,1
MGL,2000,23,21,26.0,170.8,71.0,1.0,0
MGL,2004,21,21,24.5,171.1,69.4,0.0,1
MGL,2008,31,29,26.2,169.8,66.9,1.0,4
MGL,2012,32,32,26.1,170.2,66.4,4.0,5
MGL,2016,46,41,26.7,169.1,68.4,5.0,2
MHL,2012,4,4,20.5,173.8,74.8,0.0,0
MHL,2016,5,5,18.8,166.6,70.4,0.0,0
MKD,2000,15,15,20.9,175.2,66.3,0.0,1
MKD,2004,14,14,24.4,176.0,67.8,1.0,0
MKD,2008,7,7,23.9,173.7,70.6,0.0,0
MKD,2012,4,4,19.5,177.5,68.0,0.0,0
MKD,2016,6,6,22.2,170.3,62.3,0.0,0
MLI,1968,2,2,26.0,182.0,87.5,0.0,0
MLI,1972,3,3,29.7,183.0,83.7,0.0,0
MLI,1980,7,7,25.0,177.7,69.4,0.0,0
MLI,1984,5,5,24.8,182.5,76.0,0.0,0
MLI,1988,8,8,21.4,186.0,82.0,0.0,0
MLI,1992,6,6,24.0,186.0,82.0,0.0,0
MLI,1996,4,4,26.5,185.0,82.7,0.0,0
MLI,2000,5,5,19.8,176.2,69.6,0.0,0
MLI,2004,21,6,21.5,180.5,69.2,0.0,0
MLI,2008,17,6,24.2,181.7,71.4,0.0,0
MLI,2012,6,6,25.5,179.7,83.0,0.0,0
MLI,2016,6,6,26.8,175.7,70.4,0.0,0
MLT,1968,1,1,33.0,169.0,72.0,0.0,0
MLT,1972,5,2,25.6,162.3,62.3,0.0,0
MLT,1980,12,5,25.9,168.7,57.1,0.0,0
MLT,1984,7,6,26.9,171.7,69.7,0.0,0
MLT,1988,6,6,23.7,167.5,63.8,0.0,0
MLT,1992,8,8,25.9,162.4,55.6,0.0,0
MLT,1996,10,10,26.1,175.2,69.8,0.0,0
MLT,2000,7,7,25.7,174.4,67.7,0.0,0
MLT,2004,7,7,22.6,171.6,70.3,0.0,0
MLT,2008,6,6,22.2,175.0,74.3,0.0,0
MLT,2012,5,5,24.4,174.0,72.8,0.0,0
MLT,2016,8,8,28.1,169.7,75.8,0.0,0
MNE,2012,34,9,27.5,183.0,83.8,0.0,14
MNE,2016,35,9,27.6,182.4,83.1,14.0,0
MON,1964,1,1,24.0,164.0,78.0,0.0,0
MON,1968,2,1,29.5,176.5,69.5,0.0,0
MON,1972,5,4,40.0,177.0,75.6,0.0,0
MON,1976,10,6,36.3,174.7,75.6,0.0,0
MON,1984,8,7,31.9,181.6,76.6,0.0,0
MON,1988,9,9,26.3,177.1,73.9,0.0,0
MON,1992,4,4,20.8,165.0,58.0,0.0,0
MON,1996,4,4,24.0,172.5,69.0,0.0,0
MON,2000,4,4,25.8,177.5,71.2,0.0,0
MON,2004,3,3,31.7,176.3,74.7,0.0,0
MON,2008,5,5,29.0,174.8,75.4,0.0,0
MON,2012,6,6,28.8,180.3,72.8,0.0,0
MON,2016,8,8,25.8,180.9,77.4,0.0,0
MOZ,1984,14,11,25.6,176.0,65.8,0.0,0
MOZ,1988,12,12,20.7,170.0,68.8,0.0,0
MOZ,1992,7,7,21.7,170.4,64.5,0.0,0
MOZ,1996,3,3,23.7,170.5,65.0,0.0,1
MOZ,2000,4,4,23.5,166.8,63.8,1.0,1
MOZ,2004,4,4,21.8,174.5,66.5,1.0,0
MOZ,2008,4,4,23.5,174.8,66.8,0.0,0
MOZ,2012,6,6,22.2,172.3,65.6,0.0,0
MOZ,2016,8,7,24.1,173.9,68.1,0.0,0
MRI,1988,11,9,24.9,175.0,68.3,0.0,0
MRI,1992,22,17,20.0,184.8,78.5,0.0,0
MRI,1996,36,23,23.9,176.0,71.1,0.0,0
MRI,2000,26,20,23.2,171.5,68.2,0.0,0
MRI,2004,9,9,24.2,172.4,67.6,0.0,0
MRI,2008,11,11,26.7,175.6,67.1,0.0,1
MRI,2012,11,10,24.1,171.4,62.8,1.0,0
MRI,2016,11,11,24.5,172.5,65.8,0.0,0
MTN,1988,7,7,26.0,175.3,78.7,0.0,0
MTN,1992,6,6,25.8,178.4,69.6,0.0,0
MTN,1996,4,4,28.5,172.2,66.2,0.0,0
MTN,2000,2,2,17.0,164.0,66.0,0.0,0
MTN,2004,2,2,23.5,177.0,59.5,0.0,0
MTN,2008,2,2,20.5,169.5,60.0,0.0,0
MTN,2012,2,2,22.5,165.5,59.0,0.0,0
MTN,2016,2,2,27.5,170.5,63.5,0.0,0
MYA,1964,12,11,26.0,167.7,61.7,0.0,0
MYA,1968,4,3,26.5,167.8,54.5,0.0,0
MYA,1972,19,7,23.3,168.4,58.7,0.0,0
MYA,1980,2,2,28.5,163.5,69.0,0.0,0
MYA,1984,1,1,26.0,167.0,60.0,0.0,0
MYA,1988,3,3,26.7,161.7,43.3,0.0,0
MYA,1992,5,5,27.0,163.0,47.5,0.0,0
MYA,1996,3,3,37.7,163.5,47.0,0.0,0
MYA,2000,7,7,23.7,160.3,53.6,0.0,0
MYA,2004,2,2,26.5,157.5,52.5,0.0,0
MYA,2008,7,7,24.7,167.4,65.0,0.0,0
MYA,2012,6,6,28.0,165.2,60.5,0.0,0
MYA,2016,8,8,27.1,170.7,62.7,0.0,0
NAM,1996,10,10,26.9,176.4,69.0,2.0,2
NAM,2000,16,16,26.1,170.6,62.6,2.0,0
NAM,2004,10,9,32.8,173.6,70.4,0.0,0
NAM,2008,11,10,29.5,172.1,59.8,0.0,0
NAM,2012,9,8,27.4,170.4,59.3,0.0,0
NAM,2016,11,9,30.9,171.5,58.6,0.0,0
NCA,1972,10,10,23.4,163.6,59.7,0.0,0
NCA,1976,25,19,20.1,170.3,65.4,0.0,0
NCA,1980,6,6,17.3,162.8,52.3,0.0,0
NCA,1984,5,5,23.4,172.6,68.2,0.0,0
NCA,1992,9,9,25.2,174.7,60.2,0.0,0
NCA,1996,28,9,26.2,176.0,76.8,0.0,0
NCA,2000,6,6,26.2,176.8,72.6,0.0,0
NCA,2004,6,6,23.3,168.2,60.3,0.0,0
NCA,2008,7,7,26.7,168.7,71.5,0.0,0
NCA,2012,6,6,24.7,173.8,63.0,0.0,0
NCA,2016,5,5,21.4,170.8,60.6,0.0,0
NED,1964,158,57,23.5,180.0,75.1,3.0,31
NED,1968,140,52,23.6,178.8,74.6,31.0,14
NED,1972,199,72,22.6,177.9,72.1,14.0,6
NED,1976,175,58,22.6,175.4,68.4,6.0,14
NED,1980,112,56,23.1,182.9,77.5,14.0,6
NED,1984,185,74,24.1,179.7,73.1,6.0,41
NED,1988,202,86,25.0,180.9,74.5,41.0,45
NED,1992,257,105,25.4,181.0,73.8,45.0,33
NED,1996,290,94,26.3,183.9,77.2,33.0,73
NED,2000,285,95,27.2,182.0,75.6,73.0,79
NED,2004,264,99,26.7,181.2,75.1,79.0,77
NED,2008,283,98,26.7,181.0,75.1,77.0,61
NED,2012,222,95,27.1,179.8,73.4,61.0,69
NED,2016,329,122,26.7,177.8,70.7,69.0,47
NEP,1976,1,1,23.0,162.0,50.0,0.0,0
NEP,1980,10,9,23.6,164.2,54.4,0.0,0
NEP,1984,10,8,27.0,164.5,55.8,0.0,0
NEP,1988,20,17,25.1,164.8,55.9,0.0,0
NEP,1992,2,2,26.0,167.0,57.0,0.0,0
NEP,1996,6,6,26.0,160.0,73.3,0.0,0
NEP,2000,5,5,25.2,159.4,51.0,0.0,0
NEP,2004,6,6,26.7,164.8,56.0,0.0,0
NEP,2008,8,8,27.1,163.1,61.6,0.0,0
NEP,2012,5,5,21.0,162.8,59.8,0.0,0
NEP,2016,7,7,22.3,163.6,59.3,0.0,0
NGR,1964,19,12,24.4,174.9,66.2,0.0,1
NGR,1968,46,18,24.0,169.8,64.3,1.0,0
NGR,1972,36,24,25.3,172.6,68.9,0.0,1
NGR,1980,56,22,23.1,174.5,65.9,1.0,0
NGR,1984,36,24,23.1,175.9,73.5,0.0,5
NGR,1988,86,44,23.5,174.7,73.6,5.0,0
NGR,1992,72,34,22.3,174.6,71.5,0.0,11
NGR,1996,84,38,23.1,177.2,71.1,11.0,24
NGR,2000,100,37,23.9,173.6,69.9,24.0,8
NGR,2004,79,31,24.3,173.9,69.4,8.0,8
NGR,2008,89,36,23.8,171.9,71.2,8.0,23
NGR,2012,58,31,25.1,179.6,75.4,23.0,0
NGR,2016,77,36,25.6,177.6,76.5,0.0,18
NIG,2004,4,4,21.0,170.0,67.0,0.0,0
NIG,2012,6,6,23.7,172.8,64.6,0.0,0
NIG,2016,6,6,20.8,179.2,70.3,0.0,1
NOR,1964,43,23,26.3,178.8,72.9,2.0,0
NOR,1968,86,36,22.5,173.3,68.0,0.0,6
NOR,1972,161,70,24.2,177.3,71.2,6.0,8
NOR,1976,79,44,24.1,182.7,78.8,8.0,6
NOR,1984,132,76,24.5,179.5,72.9,6.0,4
NOR,1988,79,42,25.0,179.0,74.2,4.0,22
NOR,1992,114,64,23.6,179.2,73.6,22.0,23
NOR,1996,116,65,25.5,177.5,73.5,23.0,23
NOR,2000,115,54,27.2,177.5,73.5,23.0,43
NOR,2004,60,35,29.3,180.1,78.1,43.0,7
NOR,2008,102,49,28.2,176.6,71.9,7.0,22
NOR,2012,69,46,27.3,179.8,71.4,22.0,17
NOR,2016,77,53,26.7,178.7,69.9,17.0,19
NRU,2000,2,2,26.5,165.0,75.2,0.0,0
NRU,2004,3,3,19.7,166.7,117.7,0.0,0
NRU,2008,1,1,21.0,175.0,148.0,0.0,0
NRU,2012,2,2,27.0,174.5,110.5,0.0,0
NRU,2016,2,2,25.0,162.5,73.0,0.0,0
NZL,1964,88,35,25.5,176.3,72.8,3.0,6
NZL,1968,65,26,24.1,177.5,76.7,6.0,7
NZL,1972,112,63,24.7,177.8,75.9,7.0,14
NZL,1976,98,52,24.7,177.7,72.7,14.0,25
NZL,1980,7,5,26.4,180.6,82.2,25.0,0
NZL,1984,162,76,24.8,178.0,73.9,0.0,23
NZL,1988,112,58,27.1,179.1,74.5,23.0,24
NZL,1992,175,87,26.4,178.9,74.1,24.0,15
NZL,1996,129,81,25.6,180.2,77.5,15.0,9
NZL,2000,177,95,27.1,176.9,75.6,9.0,4
NZL,2004,184,84,26.6,178.7,74.5,4.0,6
NZL,2008,201,78,26.5,178.3,74.9,6.0,15
NZL,2012,204,87,26.1,178.1,73.4,15.0,27
NZL,2016,232,100,26.0,177.3,74.3,27.0,36
OMA,1988,13,9,25.0,169.7,64.1,0.0,0
OMA,1992,5,5,26.4,171.6,63.4,0.0,0
OMA,1996,5,5,25.8,175.0,68.0,0.0,0
OMA,2000,8,5,28.2,171.8,68.5,0.0,0
OMA,2004,2,2,30.5,166.0,62.5,0.0,0
OMA,2008,4,4,26.8,169.8,66.0,0.0,0
OMA,2012,3,3,23.3,168.3,65.7,0.0,0
OMA,2016,4,4,25.8,172.0,70.0,0.0,0
PAK,1964,47,29,26.8,173.6,71.2,14.0,16
PAK,1968,15,3,25.5,169.3,70.0,16.0,13
PAK,1972,26,12,24.2,173.5,72.8,13.0,15
PAK,1976,24,9,25.6,173.8,67.8,15.0,16
PAK,1984,33,15,24.2,174.1,69.4,16.0,16
PAK,1988,33,15,23.0,174.9,67.8,16.0,1
PAK,1992,28,12,23.8,174.7,69.1,1.0,16
PAK,1996,24,9,23.8,175.2,70.3,16.0,0
PAK,2000,27,11,24.4,174.8,68.4,0.0,0
PAK,2004,26,11,25.3,173.6,67.6,0.0,0
PAK,2008,22,7,24.0,172.1,63.4,0.0,0
PAK,2012,21,6,25.7,171.4,64.9,0.0,0
PAK,2016,7,7,22.9,172.2,76.6,0.0,0
PAN,1964,15,10,23.3,163.5,59.5,0.0,0
PAN,1968,16,5,25.8,181.8,75.6,0.0,0
PAN,1972,8,8,27.0,174.5,69.3,0.0,0
PAN,1976,13,13,21.0,172.2,67.1,0.0,0
PAN,1984,10,10,21.7,171.6,71.2,0.0,0
PAN,1988,9,9,23.9,170.0,66.4,0.0,0
PAN,1992,7,7,28.0,165.0,59.7,0.0,0
PAN,1996,9,9,22.4,176.4,88.0,0.0,0
PAN,2000,7,7,24.1,174.6,74.7,0.0,0
PAN,2004,5,5,22.4,181.2,75.8,0.0,0
PAN,2008,5,5,23.6,176.6,63.8,0.0,1
PAN,2012,8,8,22.9,176.3,68.3,1.0,0
PAN,2016,14,14,27.4,165.2,63.8,0.0,0
PAR,1976,6,6,27.8,172.7,71.3,0.0,0
PAR,1984,18,15,27.6,174.3,69.4,0.0,0
PAR,1988,13,11,27.4,175.8,70.1,0.0,0
PAR,1992,31,12,19.9,177.8,76.4,0.0,0
PAR,1996,7,7,22.6,184.5,96.0,0.0,0
PAR,2000,5,5,20.0,173.5,69.2,0.0,0
PAR,2004,22,6,23.3,179.7,75.0,0.0,17
PAR,2008,7,7,22.3,173.9,74.9,17.0,0
PAR,2012,10,10,22.9,179.8,72.7,0.0,0
PAR,2016,11,11,29.5,173.9,71.9,0.0,0
PER,1964,40,19,26.1,179.7,77.9,0.0,0
PER,1968,33,21,24.1,171.5,67.7,0.0,0
PER,1972,31,25,22.2,172.2,71.9,0.0,0
PER,1976,14,3,21.6,170.2,62.9,0.0,0
PER,1980,38,26,22.6,172.6,70.9,0.0,0
