"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","WV01"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-01","   40","   50","12.97"," 1450"," 1535","0.00","0.0","0.0",,"85","59",,"  300",,,"  270",,,"19.9",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-02","   20","   30","14.54"," 1750"," 1836","0.00","0.0","0.0",,"74","57",,"  320",,,"  315",,,"23.9",,,"31.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-03","    0","    0","10.74"," 1550"," 1628","0.00","0.0","0.0",,"74","56",,"  220",,,"  225",,,"17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-04","   40","   40","8.28"," 1650"," 1544","0.00","0.0","0.0",,"80","59",,"  200",,,"  180",,,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-05","   60","   60","9.62"," 1550"," 2031","0.00","0.0","0.0",,"73","57",,"  180",,,"  180",,,"16.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-06","  100","   90","15.21"," 1450"," 1453","0.82","0.0","0.0",,"69","63",,"  190",,,"  180",,,"23.0",,,"32.2",,"    1","    1","    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-07","   60","   60","10.29"," 2350"," 1050","0.10","0.0","0.0",,"87","58",,"  180",,,"  270",,,"17.0",,,"20.8",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-08","   60","   90","7.16"," 1550"," 0820","0.00","0.0","0.0",,"78","64",,"  360",,,"  360",,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-09","   10","   20","10.51"," 1650"," 1332","0.00","0.0","0.0",,"73","58",,"  210",,,"  225",,,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-10","   60","   80","9.62"," 1450"," 1333","0.00","0.0","0.0",,"81","61",,"  160",,,"  180",,,"16.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-11","   90","   90","10.07"," 2050"," 2019","0.00","0.0","0.0",,"71","59",,"  160",,,"  180",,,"16.1",,,"21.9",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-12","  100","  100","15.21"," 1350"," 1312","0.00","0.0","0.0",,"72","65",,"  190",,,"  180",,,"19.9",,,"27.5",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-13","   60","   60","11.86"," 1650"," 1856","0.00","0.0","0.0",,"75","63",,"  190",,,"  180",,,"17.9",,,"30.0",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-14","   80","   60","10.74"," 1550"," 1522","0.00","0.0","0.0",,"76","64",,"  190",,,"  180",,,"17.0",,,"23.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-15","   60","   50","7.83"," 1450"," 1155","0.00","0.0","0.0",,"90","69",,"  180",,,"  225",,,"14.1",,,"17.2",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-16","   90","   80","7.83"," 1716"," 1615","0.00","0.0","0.0",,"80","68",,"  140",,,"  180",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-17","   50","   50","7.38"," 1550"," 1811","0.00","0.0","0.0",,"77","66",,"  200",,,"  180",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-18","   60","   50","9.62"," 1650"," 1617","0.00","0.0","0.0",,"82","67",,"  200",,,"  180",,,"15.0",,,"20.8",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-19","   60","   50","10.51"," 1950"," 1953","0.00","0.0","0.0",,"98","73",,"   50",,,"   45",,,"16.1",,,"23.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-20","   60","   70","9.62"," 1150"," 1439","0.00","0.0","0.0",,"82","69",,"  140",,,"  135",,,"14.1",,,"16.1",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-21","   80","   90","10.29"," 1450"," 1509","0.13","0.0","0.0",,"74","67",,"  200",,,"  180",,,"14.1",,,"18.3",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-22","   40","   30","12.08"," 1550"," 1531","0.00","0.0","0.0",,"87","72",,"  280",,,"  270",,,"16.1",,,"27.5",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-23","   80","   70","10.74"," 1550"," 1831","0.00","0.0","0.0",,"88","68",,"  200",,,"  180",,,"16.1",,,"19.5",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-24","  100","   90","10.29"," 2110"," 2112","0.09","0.0","0.0",,"82","70",,"   80",,,"   90",,,"16.1",,,"20.8",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-25","   60","   60","12.53"," 1550"," 2320","0.03","0.0","0.0",,"84","70",,"  190",,,"  270",,,"21.0",,,"27.5",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-26","   20","   10","15.21"," 1650"," 1455","0.00","0.0","0.0",,"82","69",,"  200",,,"  180",,,"25.9",,,"33.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-27","   90","   90","16.55"," 1550"," 1810","0.04","0.0","0.0",,"81","68",,"  190",,,"  180",,,"25.9",,,"39.1",,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-28","   50","   60","11.63"," 1450"," 1312","0.00","0.0","0.0",,"78","65",,"  200",,,"  180",,,"17.0",,,"21.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-29","   80","   90","9.17"," 1155"," 1302","0.01","0.0","0.0",,"77","65",,"  180",,,"  270",,,"17.9",,,"26.4",,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-06-30","   90","   90","10.96"," 1550"," 1622","0.15","0.0","0.0",,"77","66",,"  190",,,"  180",,,"21.0",,,"27.5",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-01","   20","   10","8.05"," 1750"," 1304","0.00","0.0","0.0",,"81","66",,"  190",,,"  180",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-02","   10","   20","8.28"," 1750"," 1608","0.00","0.0","0.0",,"82","64",,"  190",,,"  180",,,"17.0",,,"26.4",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-03","   70","   90","6.93"," 1459"," 1508","0.00","0.0","0.0",,"86","71",,"  210",,,"  225",,,"13.0",,,"16.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-04","   30","   30","8.72"," 1450"," 1256","0.00","0.0","0.0",,"83","68",,"  150",,,"  135",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-05","   60","   80","8.50"," 2050"," 2033","0.00","0.0","0.0",,"81","67",,"  190",,,"  180",,,"15.0",,,"18.3",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-06","   50","   30","8.72"," 1650"," 1725","0.00","0.0","0.0",,"88","71",,"  190",,,"  180",,,"14.1",,,"18.3",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-07","   70","   80","8.50"," 2152"," 1651","0.00","0.0","0.0",,"93","77",,"   40",,,"  180",,,"16.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-08","   70","   70","6.49"," 1510"," 1607","0.37","0.0","0.0",,"91","74",,"   10",,,"   90",,,"16.1",,,"20.8",,,,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-09","   30","   20","6.93"," 1450"," 1440","0.00","0.0","0.0",,"89","73",,"  180",,,"  180",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-10","   70","   80","12.30"," 2350"," 1843","0.00","0.0","0.0",,"92","74",,"  350",,,"  315",,,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-11","   10","   10","10.29"," 2350"," 0004","0.00","0.0","0.0",,"85","67",,"  350",,,"  360",,,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-12","   20","   20","9.40"," 1550"," 1525","0.00","0.0","0.0",,"85","70",,"  200",,,"  180",,,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-13","   20","   20","10.74"," 1550"," 1600","0.00","0.0","0.0",,"92","71",,"  200",,,"  180",,,"16.1",,,"25.3",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-14","   60","   60","10.29"," 2350"," 2352","0.18","0.0","0.0",,"87","71",,"   90",,,"   90",,,"15.0",,,"20.8",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-15","   90","   80","8.28"," 2350"," 0001","0.00","0.0","0.0",,"82","68",,"   90",,,"   90",,,"15.0",,,"17.2",,"    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-16","   80","   90","6.49"," 1650"," 1342","0.00","0.0","0.0",,"92","72",,"  270",,,"  360",,,"10.1",,,"19.5",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-17","   50","   50","8.28"," 1650"," 1757","0.00","0.0","0.0",,"86","71",,"  190",,,"  180",,,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-18","  100","  100","6.93"," 1650"," 1732","0.29","0.0","0.0",,"79","71",,"  140",,,"  135",,,"13.0",,,"16.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-19","   60","   60","8.95"," 1650"," 1715","0.00","0.0","0.0",,"82","71",,"  190",,,"  180",,,"14.1",,,"19.5",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-20","   30","   30","8.95"," 1951"," 1955","0.00","0.0","0.0",,"87","75",,"  200",,,"  180",,,"15.0",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-21","   50","   50","13.20"," 1750"," 1828","0.00","0.0","0.0",,"86","76",,"  200",,,"  180",,,"21.0",,,"32.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-22","   70","   60","15.21"," 1550"," 1529","0.00","0.0","0.0",,"84","74",,"  200",,,"  180",,,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-23","  100","  100","10.96"," 1452"," 1455","1.16","0.0","0.0",,"81","70",,"  220",,,"  225",,,"17.9",,,"27.5",,"    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-24","   60","   60","7.61"," 1750"," 1810","0.00","0.0","0.0",,"84","69",,"  190",,,"  180",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-25","   50","   60","8.50"," 1450"," 1431","0.01","0.0","0.0",,"87","72",,"  200",,,"  180",,,"17.0",,,"27.5",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-26","   90","   90","8.72"," 1620"," 1615","0.52","0.0","0.0",,"82","71",,"  210",,,"  225",,,"17.0",,,"23.0",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-27","   90","   80","7.61"," 2350"," 2326","0.35","0.0","0.0",,"86","71",,"  150",,,"  135",,,"14.1",,,"18.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-28","   90","   80","12.08"," 1250"," 1253","0.02","0.0","0.0",,"79","72",,"  200",,,"  180",,,"21.9",,,"30.0",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-29","   80","   80","7.61"," 2057"," 1812","0.00","0.0","0.0",,"80","71",,"  190",,,"  180",,,"12.1",,,"16.1",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-30","   70","   70","11.18"," 1750"," 1815","0.00","0.0","0.0",,"81","72",,"  200",,,"  180",,,"17.0",,,"25.3",,"    1","    1",,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-07-31","  100","  100","6.04"," 1450"," 1301","0.00","0.0","0.0",,"86","73",,"  190",,,"  180",,,"10.1",,,"13.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-01","   80","   90","8.28"," 1550"," 1738","0.00","0.0","0.0",,"81","72",,"  210",,,"  225",,,"15.0",,,"18.3",,"    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-02","  100","  100","7.83"," 1650"," 1722","0.00","0.0","0.0",,"84","72",,"  190",,,"  225",,,"14.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-03","   70","   60","9.62"," 1850"," 1434","0.02","0.0","0.0",,"82","72",,"  210",,,"  180",,,"16.1",,,"19.5",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-04","   10","   10","11.41"," 1650"," 1903","0.00","0.0","0.0",,"85","72",,"  200",,,"  180",,,"17.0",,,"30.0",,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-05","   80","   90","12.97"," 1439"," 1441","1.56","0.0","0.0",,"81","61",,"   10",,,"  360",,,"25.9",,,"34.4",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-06","   30","   40","10.29"," 1250"," 1229","0.00","0.0","0.0",,"76","57",,"   30",,,"   45",,,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-07","   10","   10","8.50"," 1550"," 1554","0.00","0.0","0.0",,"77","59",,"  180",,,"  180",,,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-08","   10","   10","7.83"," 1750"," 1735","0.00","0.0","0.0",,"77","61",,"  170",,,"  180",,,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-09","    0","    0","10.51"," 1750"," 1730","0.00","0.0","0.0",,"79","64",,"  190",,,"  180",,,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-10","   60","   80","9.17"," 1951"," 2005","0.00","0.0","0.0",,"77","69",,"  340",,,"  360",,,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-11","   90","  100","7.61"," 1650"," 1945","0.00","0.0","0.0",,"76","64",,"  220",,,"  225",,,"10.1",,,"15.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-12","  100","  100","7.16"," 2139"," 1235","0.02","0.0","0.0",,"77","66",,"  160",,,"  135",,,"10.1",,,"13.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-13","   90","   90","9.84"," 1650"," 1647","0.20","0.0","0.0",,"88","70",,"  260",,,"  270",,,"30.0",,,"36.7",,"    1","    1","    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-14","   70","   70","13.20"," 1517"," 1424","0.40","0.0","0.0",,"89","66",,"  280",,,"  315",,,"21.9",,,"34.4",,"    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-15","   60","   70","9.40"," 1550"," 1152","0.00","0.0","0.0",,"76","64",,"  270",,,"  270",,,"14.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-16","   60","   70","7.61"," 1750"," 1851","0.00","0.0","0.0",,"77","58",,"  210",,,"  225",,,"13.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-17","  100","  100","9.62"," 1951"," 2343","0.38","0.0","0.0",,"77","69",,"  140",,,"  180",,,"15.0",,,"27.5",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-18","   90","   90","13.20"," 0210"," 0125","0.88","0.0","0.0",,"81","71",,"  160",,,"  180",,,"21.0",,,"25.3",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-19","  100","  100","8.50"," 1850"," 0718","0.02","0.0","0.0",,"79","69",,"  180",,,"  315",,,"10.1",,,"16.1",,"    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-20","   30","   20","9.40"," 1850"," 1834","0.00","0.0","0.0",,"81","67",,"  190",,,"  180",,,"16.1",,,"23.0",,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-21","   90","   90","12.75"," 1650"," 1502","1.18","0.0","0.0",,"78","69",,"  220",,,"  180",,,"17.9",,,"27.5",,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-22","  100","  100","16.78"," 1850"," 1713","2.00","0.0","0.0",,"72","59",,"   10",,,"  360",,,"29.1",,,"36.7",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-23","   30","   20","9.84"," 1050"," 0518","0.00","0.0","0.0",,"76","57",,"   10",,,"  360",,,"14.1",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-24","   10","    0","8.05"," 1350"," 1741","0.00","0.0","0.0",,"76","59",,"  190",,,"  180",,,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-25","   30","   20","10.29"," 1750"," 1718","0.00","0.0","0.0",,"73","62",,"  190",,,"  180",,,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-26","   40","   10","8.95"," 1650"," 1433","0.00","0.0","0.0",,"78","66",,"  190",,,"  180",,,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-27","   70","   80","7.16"," 1812"," 1603","0.00","0.0","0.0",,"87","69",,"  230",,,"  225",,,"12.1",,,"16.1",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-28","   50","   50","9.40"," 2150"," 2211","0.00","0.0","0.0",,"82","69",,"  230",,,"  225",,,"16.1",,,"23.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-29","   70","   80","10.51"," 0750"," 0856","0.03","0.0","0.0",,"78","60",,"  350",,,"  360",,,"16.1",,,"25.3",,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-30","   30","   30","8.95"," 0850"," 1242","0.00","0.0","0.0",,"80","63",,"  350",,,"  315",,,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-08-31","   90","   90","9.62"," 1450"," 1449","0.00","0.0","0.0",,"75","66",,"  190",,,"  180",,,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-01","   70","   80","12.30"," 1750"," 1206","0.00","0.0","0.0",,"84","64",,"  350",,,"  270",,,"17.0",,,"26.4",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-02","   50","   50","6.93"," 1850"," 1257","0.00","0.0","0.0",,"73","58",,"  190",,,"  270",,,"10.1",,,"13.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-03","   50","   70","7.61"," 0950"," 1008","0.00","0.0","0.0",,"72","57",,"   60",,,"   45",,,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-04","   50","   60","11.63"," 1351"," 1323","0.00","0.0","0.0",,"71","57",,"   50",,,"   45",,,"17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-05","   20","   40","11.63"," 0950"," 1012","0.00","0.0","0.0",,"75","56",,"   10",,,"  360",,,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-06","    0","    0","11.18"," 1350"," 1158","0.00","0.0","0.0",,"77","57",,"  240",,,"  270",,,"15.0",,,"19.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-07","   30","   30","10.96"," 1650"," 1522","0.00","0.0","0.0",,"79","60",,"  300",,,"  315",,,"16.1",,,"23.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-08","   20","   20","10.96"," 1350"," 1525","0.00","0.0","0.0",,"81","60",,"  250",,,"  270",,,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-09","   30","   30","9.62"," 1720"," 1712","0.00","0.0","0.0",,"81","64",,"  260",,,"  270",,,"17.0",,,"32.2",,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-10","   20","   30","11.86"," 1850"," 1533","0.00","0.0","0.0",,"75","62",,"  340",,,"  360",,,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-11","   10","   20","11.18"," 1750"," 1338","0.00","0.0","0.0",,"75","55",,"  340",,,"  315",,,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-12","   30","   30","10.29"," 1350"," 1715","0.00","0.0","0.0",,"79","56",,"  300",,,"  315",,,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-13","   60","   40","10.96"," 1550"," 1420","0.00","0.0","0.0",,"89","64",,"  310",,,"  270",,,"17.0",,,"30.0",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-14","   90","  100","10.51"," 1650"," 1531","0.04","0.0","0.0",,"81","69",,"  320",,,"  315",,,"15.0",,,"18.3",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-15","   60","   60","8.05"," 0750"," 1452","0.00","0.0","0.0",,"78","64",,"   50",,,"  180",,,"13.0",,,"13.9",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-16","   90","   90","9.84"," 1838"," 1842","0.00","0.0","0.0",,"73","67",,"  200",,,"  180",,,"16.1",,,"18.3",,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-17","  100","  100","10.29"," 0950"," 1856","0.31","0.0","0.0",,"83","67",,"  240",,,"  270",,,"14.1",,,"20.8",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1994-09-18","   50","   50","12.30"," 0550"," 0545","0.44","0.0","0.0",,"76","59",,"  360",,,"  360",,,"21.9",,,"28.9",,"    1",,,,,,,,,,,,,"    1",,,,,
